method,row_id,event_key,row_scope,present_in_scored_panel,output_scale,interpretation_status
SHAP,Canola|Montana|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Montana|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Montana|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Montana|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Montana|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Montana|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Montana|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Montana|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|North Dakota|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Oklahoma|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Canola|Washington|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Colorado|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Colorado|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Colorado|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Illinois|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Iowa|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Kansas|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Minnesota|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Montana|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Nebraska|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|North Dakota|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Oklahoma|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Oklahoma|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Oklahoma|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Oklahoma|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Oklahoma|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Oklahoma|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Oklahoma|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Oklahoma|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|South Dakota|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2019|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2020|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2021|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2022|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2023|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2024|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Texas|2025|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Washington|2016|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Washington|2017|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Oats|Washington|2018|spring,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2016|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2017|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2018|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2019|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2020|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2021|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2022|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2023|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2024|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Colorado|2025|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2016|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2017|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2018|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2019|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2020|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2021|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2022|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2023|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2024|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Illinois|2025|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Iowa|2016|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
SHAP,Wheat|Iowa|2017|winter,,locked_2016_2025,True,predicted raw residual t/ha,descriptive_only_gate_failed
