row_id,crop,region,year,window,series_history,crop_state,eligible_history_3,eligible_history_5,eligible_history_8,eligible_history_10,rows_removed_history_3,rows_removed_history_5,rows_removed_history_8,rows_removed_history_10,overlap_with_history3
Canola|North Dakota|2017|spring,Canola,North Dakota,2017,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2017|spring,Canola,Oklahoma,2017,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2017|spring,Canola,Washington,2017,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Colorado|2017|spring,Oats,Colorado,2017,spring,26,Oats|Colorado,True,True,True,True,0,0,20,20,1.0
Oats|Illinois|2017|spring,Oats,Illinois,2017,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2017|spring,Oats,Iowa,2017,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2017|spring,Oats,Kansas,2017,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2017|spring,Oats,Minnesota,2017,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
Oats|Montana|2017|spring,Oats,Montana,2017,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2017|spring,Oats,Nebraska,2017,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2017|spring,Oats,North Dakota,2017,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Oklahoma|2017|spring,Oats,Oklahoma,2017,spring,26,Oats|Oklahoma,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2017|spring,Oats,South Dakota,2017,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2017|spring,Oats,Texas,2017,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Oats|Washington|2017|spring,Oats,Washington,2017,spring,26,Oats|Washington,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2017|winter,Wheat,Colorado,2017,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2017|winter,Wheat,Illinois,2017,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Iowa|2017|winter,Wheat,Iowa,2017,winter,26,Wheat|Iowa,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2017|winter,Wheat,Kansas,2017,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2017|spring,Wheat,Minnesota,2017,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2017|spring,Wheat,Montana,2017,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2017|winter,Wheat,Nebraska,2017,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2017|spring,Wheat,North Dakota,2017,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2017|winter,Wheat,Oklahoma,2017,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2017|spring,Wheat,South Dakota,2017,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2017|winter,Wheat,Texas,2017,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2017|winter,Wheat,Washington,2017,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
Barley|Colorado|2018|spring,Barley,Colorado,2018,spring,26,Barley|Colorado,True,True,True,True,0,0,20,20,1.0
Barley|Kansas|2018|spring,Barley,Kansas,2018,spring,26,Barley|Kansas,True,True,True,True,0,0,20,20,1.0
Barley|Minnesota|2018|spring,Barley,Minnesota,2018,spring,26,Barley|Minnesota,True,True,True,True,0,0,20,20,1.0
Barley|Montana|2018|spring,Barley,Montana,2018,spring,26,Barley|Montana,True,True,True,True,0,0,20,20,1.0
Barley|North Dakota|2018|spring,Barley,North Dakota,2018,spring,26,Barley|North Dakota,True,True,True,True,0,0,20,20,1.0
Barley|South Dakota|2018|spring,Barley,South Dakota,2018,spring,26,Barley|South Dakota,True,True,True,True,0,0,20,20,1.0
Barley|Washington|2018|spring,Barley,Washington,2018,spring,26,Barley|Washington,True,True,True,True,0,0,20,20,1.0
Canola|Minnesota|2018|spring,Canola,Minnesota,2018,spring,19,Canola|Minnesota,True,True,True,True,0,0,20,20,1.0
Canola|Montana|2018|spring,Canola,Montana,2018,spring,17,Canola|Montana,True,True,True,True,0,0,20,20,1.0
Canola|North Dakota|2018|spring,Canola,North Dakota,2018,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2018|spring,Canola,Oklahoma,2018,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2018|spring,Canola,Washington,2018,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Colorado|2018|spring,Oats,Colorado,2018,spring,26,Oats|Colorado,True,True,True,True,0,0,20,20,1.0
Oats|Illinois|2018|spring,Oats,Illinois,2018,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2018|spring,Oats,Iowa,2018,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2018|spring,Oats,Kansas,2018,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2018|spring,Oats,Minnesota,2018,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
Oats|Montana|2018|spring,Oats,Montana,2018,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2018|spring,Oats,Nebraska,2018,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2018|spring,Oats,North Dakota,2018,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Oklahoma|2018|spring,Oats,Oklahoma,2018,spring,26,Oats|Oklahoma,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2018|spring,Oats,South Dakota,2018,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2018|spring,Oats,Texas,2018,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Oats|Washington|2018|spring,Oats,Washington,2018,spring,26,Oats|Washington,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2018|winter,Wheat,Colorado,2018,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2018|winter,Wheat,Illinois,2018,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Iowa|2018|winter,Wheat,Iowa,2018,winter,26,Wheat|Iowa,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2018|winter,Wheat,Kansas,2018,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2018|spring,Wheat,Minnesota,2018,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2018|spring,Wheat,Montana,2018,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2018|winter,Wheat,Nebraska,2018,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2018|spring,Wheat,North Dakota,2018,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2018|winter,Wheat,Oklahoma,2018,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2018|spring,Wheat,South Dakota,2018,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2018|winter,Wheat,Texas,2018,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2018|winter,Wheat,Washington,2018,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
Barley|Colorado|2019|spring,Barley,Colorado,2019,spring,26,Barley|Colorado,True,True,True,True,0,0,20,20,1.0
Barley|Kansas|2019|spring,Barley,Kansas,2019,spring,26,Barley|Kansas,True,True,True,True,0,0,20,20,1.0
Barley|Minnesota|2019|spring,Barley,Minnesota,2019,spring,26,Barley|Minnesota,True,True,True,True,0,0,20,20,1.0
Barley|Montana|2019|spring,Barley,Montana,2019,spring,26,Barley|Montana,True,True,True,True,0,0,20,20,1.0
Barley|North Dakota|2019|spring,Barley,North Dakota,2019,spring,26,Barley|North Dakota,True,True,True,True,0,0,20,20,1.0
Barley|South Dakota|2019|spring,Barley,South Dakota,2019,spring,26,Barley|South Dakota,True,True,True,True,0,0,20,20,1.0
Barley|Washington|2019|spring,Barley,Washington,2019,spring,26,Barley|Washington,True,True,True,True,0,0,20,20,1.0
Canola|Minnesota|2019|spring,Canola,Minnesota,2019,spring,19,Canola|Minnesota,True,True,True,True,0,0,20,20,1.0
Canola|Montana|2019|spring,Canola,Montana,2019,spring,17,Canola|Montana,True,True,True,True,0,0,20,20,1.0
Canola|North Dakota|2019|spring,Canola,North Dakota,2019,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2019|spring,Canola,Oklahoma,2019,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2019|spring,Canola,Washington,2019,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Illinois|2019|spring,Oats,Illinois,2019,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2019|spring,Oats,Iowa,2019,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2019|spring,Oats,Kansas,2019,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2019|spring,Oats,Minnesota,2019,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
Oats|Montana|2019|spring,Oats,Montana,2019,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2019|spring,Oats,Nebraska,2019,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2019|spring,Oats,North Dakota,2019,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Oklahoma|2019|spring,Oats,Oklahoma,2019,spring,26,Oats|Oklahoma,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2019|spring,Oats,South Dakota,2019,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2019|spring,Oats,Texas,2019,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2019|winter,Wheat,Colorado,2019,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2019|winter,Wheat,Illinois,2019,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2019|winter,Wheat,Kansas,2019,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2019|spring,Wheat,Minnesota,2019,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2019|spring,Wheat,Montana,2019,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2019|winter,Wheat,Nebraska,2019,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2019|spring,Wheat,North Dakota,2019,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2019|winter,Wheat,Oklahoma,2019,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2019|spring,Wheat,South Dakota,2019,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2019|winter,Wheat,Texas,2019,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2019|winter,Wheat,Washington,2019,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
Barley|Colorado|2020|spring,Barley,Colorado,2020,spring,26,Barley|Colorado,True,True,True,True,0,0,20,20,1.0
Barley|Kansas|2020|spring,Barley,Kansas,2020,spring,26,Barley|Kansas,True,True,True,True,0,0,20,20,1.0
Barley|Minnesota|2020|spring,Barley,Minnesota,2020,spring,26,Barley|Minnesota,True,True,True,True,0,0,20,20,1.0
Barley|Montana|2020|spring,Barley,Montana,2020,spring,26,Barley|Montana,True,True,True,True,0,0,20,20,1.0
Barley|North Dakota|2020|spring,Barley,North Dakota,2020,spring,26,Barley|North Dakota,True,True,True,True,0,0,20,20,1.0
Barley|South Dakota|2020|spring,Barley,South Dakota,2020,spring,26,Barley|South Dakota,True,True,True,True,0,0,20,20,1.0
Barley|Washington|2020|spring,Barley,Washington,2020,spring,26,Barley|Washington,True,True,True,True,0,0,20,20,1.0
Canola|Minnesota|2020|spring,Canola,Minnesota,2020,spring,19,Canola|Minnesota,True,True,True,True,0,0,20,20,1.0
Canola|Montana|2020|spring,Canola,Montana,2020,spring,17,Canola|Montana,True,True,True,True,0,0,20,20,1.0
Canola|North Dakota|2020|spring,Canola,North Dakota,2020,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2020|spring,Canola,Oklahoma,2020,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2020|spring,Canola,Washington,2020,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Illinois|2020|spring,Oats,Illinois,2020,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2020|spring,Oats,Iowa,2020,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2020|spring,Oats,Kansas,2020,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2020|spring,Oats,Minnesota,2020,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
Oats|Montana|2020|spring,Oats,Montana,2020,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2020|spring,Oats,Nebraska,2020,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2020|spring,Oats,North Dakota,2020,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Oklahoma|2020|spring,Oats,Oklahoma,2020,spring,26,Oats|Oklahoma,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2020|spring,Oats,South Dakota,2020,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2020|spring,Oats,Texas,2020,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2020|winter,Wheat,Colorado,2020,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2020|winter,Wheat,Illinois,2020,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2020|winter,Wheat,Kansas,2020,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2020|spring,Wheat,Minnesota,2020,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2020|spring,Wheat,Montana,2020,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2020|winter,Wheat,Nebraska,2020,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2020|spring,Wheat,North Dakota,2020,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2020|winter,Wheat,Oklahoma,2020,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2020|spring,Wheat,South Dakota,2020,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2020|winter,Wheat,Texas,2020,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2020|winter,Wheat,Washington,2020,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
Barley|Colorado|2021|spring,Barley,Colorado,2021,spring,26,Barley|Colorado,True,True,True,True,0,0,20,20,1.0
Barley|Kansas|2021|spring,Barley,Kansas,2021,spring,26,Barley|Kansas,True,True,True,True,0,0,20,20,1.0
Barley|Minnesota|2021|spring,Barley,Minnesota,2021,spring,26,Barley|Minnesota,True,True,True,True,0,0,20,20,1.0
Barley|Montana|2021|spring,Barley,Montana,2021,spring,26,Barley|Montana,True,True,True,True,0,0,20,20,1.0
Barley|North Dakota|2021|spring,Barley,North Dakota,2021,spring,26,Barley|North Dakota,True,True,True,True,0,0,20,20,1.0
Barley|South Dakota|2021|spring,Barley,South Dakota,2021,spring,26,Barley|South Dakota,True,True,True,True,0,0,20,20,1.0
Barley|Washington|2021|spring,Barley,Washington,2021,spring,26,Barley|Washington,True,True,True,True,0,0,20,20,1.0
Canola|Minnesota|2021|spring,Canola,Minnesota,2021,spring,19,Canola|Minnesota,True,True,True,True,0,0,20,20,1.0
Canola|Montana|2021|spring,Canola,Montana,2021,spring,17,Canola|Montana,True,True,True,True,0,0,20,20,1.0
Canola|North Dakota|2021|spring,Canola,North Dakota,2021,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2021|spring,Canola,Oklahoma,2021,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2021|spring,Canola,Washington,2021,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Illinois|2021|spring,Oats,Illinois,2021,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2021|spring,Oats,Iowa,2021,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2021|spring,Oats,Kansas,2021,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2021|spring,Oats,Minnesota,2021,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
Oats|Montana|2021|spring,Oats,Montana,2021,spring,26,Oats|Montana,True,True,True,True,0,0,20,20,1.0
Oats|Nebraska|2021|spring,Oats,Nebraska,2021,spring,26,Oats|Nebraska,True,True,True,True,0,0,20,20,1.0
Oats|North Dakota|2021|spring,Oats,North Dakota,2021,spring,26,Oats|North Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Oklahoma|2021|spring,Oats,Oklahoma,2021,spring,26,Oats|Oklahoma,True,True,True,True,0,0,20,20,1.0
Oats|South Dakota|2021|spring,Oats,South Dakota,2021,spring,26,Oats|South Dakota,True,True,True,True,0,0,20,20,1.0
Oats|Texas|2021|spring,Oats,Texas,2021,spring,26,Oats|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Colorado|2021|winter,Wheat,Colorado,2021,winter,26,Wheat|Colorado,True,True,True,True,0,0,20,20,1.0
Wheat|Illinois|2021|winter,Wheat,Illinois,2021,winter,26,Wheat|Illinois,True,True,True,True,0,0,20,20,1.0
Wheat|Kansas|2021|winter,Wheat,Kansas,2021,winter,26,Wheat|Kansas,True,True,True,True,0,0,20,20,1.0
Wheat|Minnesota|2021|spring,Wheat,Minnesota,2021,spring,26,Wheat|Minnesota,True,True,True,True,0,0,20,20,1.0
Wheat|Montana|2021|spring,Wheat,Montana,2021,spring,26,Wheat|Montana,True,True,True,True,0,0,20,20,1.0
Wheat|Nebraska|2021|winter,Wheat,Nebraska,2021,winter,26,Wheat|Nebraska,True,True,True,True,0,0,20,20,1.0
Wheat|North Dakota|2021|spring,Wheat,North Dakota,2021,spring,26,Wheat|North Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Oklahoma|2021|winter,Wheat,Oklahoma,2021,winter,26,Wheat|Oklahoma,True,True,True,True,0,0,20,20,1.0
Wheat|South Dakota|2021|spring,Wheat,South Dakota,2021,spring,26,Wheat|South Dakota,True,True,True,True,0,0,20,20,1.0
Wheat|Texas|2021|winter,Wheat,Texas,2021,winter,26,Wheat|Texas,True,True,True,True,0,0,20,20,1.0
Wheat|Washington|2021|winter,Wheat,Washington,2021,winter,26,Wheat|Washington,True,True,True,True,0,0,20,20,1.0
Barley|Colorado|2022|spring,Barley,Colorado,2022,spring,26,Barley|Colorado,True,True,True,True,0,0,20,20,1.0
Barley|Kansas|2022|spring,Barley,Kansas,2022,spring,26,Barley|Kansas,True,True,True,True,0,0,20,20,1.0
Barley|Minnesota|2022|spring,Barley,Minnesota,2022,spring,26,Barley|Minnesota,True,True,True,True,0,0,20,20,1.0
Barley|Montana|2022|spring,Barley,Montana,2022,spring,26,Barley|Montana,True,True,True,True,0,0,20,20,1.0
Barley|North Dakota|2022|spring,Barley,North Dakota,2022,spring,26,Barley|North Dakota,True,True,True,True,0,0,20,20,1.0
Barley|South Dakota|2022|spring,Barley,South Dakota,2022,spring,26,Barley|South Dakota,True,True,True,True,0,0,20,20,1.0
Barley|Washington|2022|spring,Barley,Washington,2022,spring,26,Barley|Washington,True,True,True,True,0,0,20,20,1.0
Canola|Minnesota|2022|spring,Canola,Minnesota,2022,spring,19,Canola|Minnesota,True,True,True,True,0,0,20,20,1.0
Canola|Montana|2022|spring,Canola,Montana,2022,spring,17,Canola|Montana,True,True,True,True,0,0,20,20,1.0
Canola|North Dakota|2022|spring,Canola,North Dakota,2022,spring,25,Canola|North Dakota,True,True,True,True,0,0,20,20,1.0
Canola|Oklahoma|2022|spring,Canola,Oklahoma,2022,spring,7,Canola|Oklahoma,True,True,False,False,0,0,20,20,1.0
Canola|Washington|2022|spring,Canola,Washington,2022,spring,5,Canola|Washington,True,True,False,False,0,0,20,20,1.0
Oats|Illinois|2022|spring,Oats,Illinois,2022,spring,26,Oats|Illinois,True,True,True,True,0,0,20,20,1.0
Oats|Iowa|2022|spring,Oats,Iowa,2022,spring,26,Oats|Iowa,True,True,True,True,0,0,20,20,1.0
Oats|Kansas|2022|spring,Oats,Kansas,2022,spring,26,Oats|Kansas,True,True,True,True,0,0,20,20,1.0
Oats|Minnesota|2022|spring,Oats,Minnesota,2022,spring,26,Oats|Minnesota,True,True,True,True,0,0,20,20,1.0
